county,office,district,party,candidate,votes
Adams,Governor,,Dem,Brandon Presley,5782
Adams,Governor,,Rep,Tate Reeves,3516
Adams,Governor,,Ind,Gwendolyn Gray,130
Adams,Lieutenant Governor,,Dem,D. Ryan Grover,5111
Adams,Lieutenant Governor,,Rep,Delbert Hosemann,4101
Adams,Secretary of State,,Dem,Ty Pinkins,5162
Adams,Secretary of State,,Rep,Michael Watson,4058
Adams,Attorney General,,Rep,Lynn Fitch,3983
Adams,Attorney General,,Dem,Greta Kemp Martin,5267
Adams,State Auditor,,Dem,Larry Bradford,5360
Adams,State Auditor,,Rep,Shad White,3860
Alcorn,Governor,,Dem,Brandon Presley,2205
Alcorn,Governor,,Rep,Tate Reeves,6138
Alcorn,Governor,,Ind,Gwendolyn Gray,125
Alcorn,Lieutenant Governor,,Dem,D. Ryan Grover,1467
Alcorn,Lieutenant Governor,,Rep,Delbert Hosemann,6822
Alcorn,Secretary of State,,Dem,Ty Pinkins,1379
Alcorn,Secretary of State,,Rep,Michael Watson,6888
Alcorn,Attorney General,,Rep,Lynn Fitch,6806
Alcorn,Attorney General,,Dem,Greta Kemp Martin,1510
Alcorn,State Auditor,,Dem,Larry Bradford,1543
Alcorn,State Auditor,,Rep,Shad White,6718
Amite,Governor,,Dem,Brandon Presley,2025
Amite,Governor,,Rep,Tate Reeves,2946
Amite,Governor,,Ind,Gwendolyn Gray,111
Amite,Lieutenant Governor,,Dem,D. Ryan Grover,1884
Amite,Lieutenant Governor,,Rep,Delbert Hosemann,3102
Amite,Secretary of State,,Dem,Ty Pinkins,1851
Amite,Secretary of State,,Rep,Michael Watson,3212
Amite,Attorney General,,Rep,Lynn Fitch,3223
Amite,Attorney General,,Dem,Greta Kemp Martin,1832
Amite,State Auditor,,Dem,Larry Bradford,1870
Amite,State Auditor,,Rep,Shad White,3176
Attala,Governor,,Dem,Brandon Presley,2858
Attala,Governor,,Rep,Tate Reeves,2984
Attala,Governor,,Ind,Gwendolyn Gray,78
