candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Itawamba,American Legion,279,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,American Legion,187,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Armory,79,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Armory,73,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Banner-Pineville,43,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Banner-Pineville,70,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Bounds,18,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Bounds,31,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Cardsville,18,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Cardsville,35,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Carolina,37,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Carolina,45,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Centerville,39,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Centerville,52,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Clay,116,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Clay,124,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Courthouse,35,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Courthouse,33,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Dorsey,89,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Dorsey,154,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Evergreen,51,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Evergreen,52,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Fairview-Pleasanton,23,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Fairview-Pleasanton,25,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Fawn Grove,41,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Fawn Grove,44,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Friendship,23,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Friendship,26,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Greenwood,31,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Greenwood,60,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Icdc,123,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Icdc,95,
Thad Cochran,U.S. Senate,,Republican,Itawamba,James Creek,27,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,James Creek,32,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Kirkville,53,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Kirkville,82,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Mantachie,140,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Mantachie,113,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Ratliff,27,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Ratliff,31,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Ryan,35,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Ryan,32,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Salem-Copeland,33,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Salem-Copeland,63,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Tilden,57,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Tilden,69,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Tremont,63,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Tremont,53,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Friendship 1D,5,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Friendship 1D,7,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Friendship-4D,10,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Friendship-4D,5,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Friendship-5D,29,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Friendship-5D,23,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Mantachie-3D,12,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Mantachie-3D,20,
Thad Cochran,U.S. Senate,,Republican,Itawamba,,1536,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,,1636,TRUE
