page,candidate,office,district,party,county,precinct,votes,winner
2,Richard Warren Boyanton,States Senate,,R,Leake,Conway,1,
2,Roger F. Wicker,States Senate,,R,Leake,Conway,14,
2,Richard Warren Boyanton,States Senate,,R,Leake,East Carthage,10,
2,Roger F. Wicker,States Senate,,R,Leake,East Carthage,92,
2,Richard Warren Boyanton,States Senate,,R,Leake,Edinburg,10,
2,Roger F. Wicker,States Senate,,R,Leake,Edinburg,47,
2,Richard Warren Boyanton,States Senate,,R,Leake,Freeny,10,
2,Roger F. Wicker,States Senate,,R,Leake,Freeny,64,
2,Richard Warren Boyanton,States Senate,,R,Leake,Good Hope,8,
2,Roger F. Wicker,States Senate,,R,Leake,Good Hope,31,
2,Richard Warren Boyanton,States Senate,,R,Leake,Harmony,0,
2,Roger F. Wicker,States Senate,,R,Leake,Harmony,4,
2,Richard Warren Boyanton,States Senate,,R,Leake,Lena,8,
2,Roger F. Wicker,States Senate,,R,Leake,Lena,40,
2,Richard Warren Boyanton,States Senate,,R,Leake,Madden,17,
2,Roger F. Wicker,States Senate,,R,Leake,Madden,56,
2,Richard Warren Boyanton,States Senate,,R,Leake,North Carthage,6,
2,Roger F. Wicker,States Senate,,R,Leake,North Carthage,81,
2,Richard Warren Boyanton,States Senate,,R,Leake,Ofahoma,0,
2,Roger F. Wicker,States Senate,,R,Leake,Ofahoma,8,
2,Richard Warren Boyanton,States Senate,,R,Leake,Renfroe,4,
2,Roger F. Wicker,States Senate,,R,Leake,Renfroe,42,
3,Richard Warren Boyanton,States Senate,,R,Leake,Salem,7,
3,Roger F. Wicker,States Senate,,R,Leake,Salem,37,
3,Richard Warren Boyanton,States Senate,,R,Leake,Singleton,6,
3,Roger F. Wicker,States Senate,,R,Leake,Singleton,60,
3,Richard Warren Boyanton,States Senate,,R,Leake,South Carthage,3,
3,Roger F. Wicker,States Senate,,R,Leake,South Carthage,28,
3,Richard Warren Boyanton,States Senate,,R,Leake,Sunrise,3,
3,Roger F. Wicker,States Senate,,R,Leake,Sunrise,60,
3,Richard Warren Boyanton,States Senate,,R,Leake,Thomastown,5,
3,Roger F. Wicker,States Senate,,R,Leake,Thomastown,30,
3,Richard Warren Boyanton,States Senate,,R,Leake,Walnut Grove,4,
3,Roger F. Wicker,States Senate,,R,Leake,Walnut Grove,32,
3,Richard Warren Boyanton,States Senate,,R,Leake,West Carthage,1,
3,Roger F. Wicker,States Senate,,R,Leake,West Carthage,7,
3,Richard Warren Boyanton,States Senate,,R,Leake,Wiggins,1,
3,Roger F. Wicker,States Senate,,R,Leake,Wiggins,27,
3,Richard Warren Boyanton,States Senate,,R,Leake,TOTAL ,104,
3,Roger F. Wicker,States Senate,,R,Leake,TOTAL ,760,
2,David Baria,States Senate,,D,Leake,Conway,4,
2,Jensen Bohren,States Senate,,D,Leake,Conway,0,
2,Jerone Garland,States Senate,,D,Leake,Conway,1,
2,Victor G. Maurice Jr.,States Senate,,D,Leake,Conway,0,
2,Omeria Scott,States Senate,,D,Leake,Conway,26,
2,Howard Sherman,States Senate,,D,Leake,Conway,18,
2,David Baria,States Senate,,D,Leake,East Carthage,8,
2,Jensen Bohren,States Senate,,D,Leake,East Carthage,1,
2,Jerone Garland,States Senate,,D,Leake,East Carthage,2,
2,Victor G. Maurice Jr.,States Senate,,D,Leake,East Carthage,0,
2,Omeria Scott,States Senate,,D,Leake,East Carthage,10,
2,Howard Sherman,States Senate,,D,Leake,East Carthage,13,
2,David Baria,States Senate,,D,Leake,Edinburg,0,
2,Jensen Bohren,States Senate,,D,Leake,Edinburg,0,
