candidate,office,district,party,county,precinct,votes
Robert Foster,Governor,,R,Jackson,Big Point,115
Tate Reeves,Governor,,R,Jackson,Big Point,602
Bill Waller Jr.,Governor,,R,Jackson,Big Point,135
Delbert Hosemann,Lieutenant Governor,,R,Jackson,Big Point,673
Shane Quick,Lieutenant Governor,,R,Jackson,Big Point,126
Sam Britton,Secretary of State,,R,Jackson,Big Point,159
Michael Watson,Secretary of State,,R,Jackson,Big Point,680
Mark Baker,Attorney General,,R,Jackson,Big Point,193
Lynn Fitch,Attorney General,,R,Jackson,Big Point,345
Andy Taggart,Attorney General,,R,Jackson,Big Point,276
Shad White,State Auditor,,R,Jackson,Big Point,770
Eugene S. 'Buck' Clarke,State Treasurer,,R,Jackson,Big Point,231
David McRae,State Treasurer,,R,Jackson,Big Point,570
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Jackson,Big Point,782
Mike Chaney,Commissioner of Insurance,,R,Jackson,Big Point,782
Joseph M 'Mike' Seymour,State Senate,47,R,Jackson,Big Point,x
C T Switzer,State Senate,47,R,Jackson,Big Point,x
Doug Adams,State Senate,51,R,Jackson,Big Point,164
Jeremy England,State Senate,51,R,Jackson,Big Point,268
Gary Wayne Lennep,State Senate,51,R,Jackson,Big Point,343
Butch Loper,State Senate,51,R,Jackson,Big Point,64
Brice Wiggins,State Senate,52,R,Jackson,Big Point,x
Manly Barton,State House,109,R,Jackson,Big Point,571
Joshua Hardy,State House,109,R,Jackson,Big Point,262
Charles Busby,State House,111,R,Jackson,Big Point,x
John O Read,State House,112,R,Jackson,Big Point,x
Henry 'Hank' Zuber III,State House,113,R,Jackson,Big Point,x
Kenneth A Fountain,State House,114,R,Jackson,Big Point,x
Jeffrey S 'Jeff' Guice,State House,114,R,Jackson,Big Point,x
Richard H 'Rich' Westfall,State House,114,R,Jackson,Big Point,x
Michael Brown,Governor,,D,Jackson,Big Point,3
William Bond Compton Jr.,Governor,,D,Jackson,Big Point,0
Jim Hood,Governor,,D,Jackson,Big Point,13
Robert J. Ray,Governor,,D,Jackson,Big Point,0
Robert Shuler Smith,Governor,,D,Jackson,Big Point,0
Gregory Wash,Governor,,D,Jackson,Big Point,0
Velesha P Williams,Governor,,D,Jackson,Big Point,0
Albert Wilson,Governor,,D,Jackson,Big Point,1
Jay Hughes,Lieutenant Governor,,D,Jackson,Big Point,16
Johnny DuPree,Secretary of State,,D,Jackson,Big Point,10
