candidate,office,district,party,county,precinct,votes
Jim Hood,Governor,,D,Lauderdale,101-One,494
Tate Reeves,Governor,,R,Lauderdale,101-One,632
Bob Hickingbottom,Governor,,C,Lauderdale,101-One,5
David R Singletary,Governor,,IND,Lauderdale,101-One,16
Delbert Hosemann,Lieutenant Governor,,R,Lauderdale,101-One,787
Jay Hughes,Lieutenant Governor,,D,Lauderdale,101-One,360
Johnny DuPree,Secretary of State,,D,Lauderdale,101-One,372
Michael Watson,Secretary of State,,R,Lauderdale,101-One,767
Jennifer Riley Collins,Attorney General,,D,Lauderdale,101-One,405
Lynn Fitch,Attorney General,,R,Lauderdale,101-One,738
Shad White,State Auditor,,R,Lauderdale,101-One,901
Addie Lee Green,State Treasurer,,D,Lauderdale,101-One,342
David McRae,State Treasurer,,R,Lauderdale,101-One,801
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lauderdale,101-One,375
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lauderdale,101-One,760
Jeff Tate,State Senate,33,R,Lauderdale,101-One,920
Billy Adam Calvert,State House,83,R,Lauderdale,101-One,910
Jim Hood,Governor,,D,Lauderdale,105-Five,440
Tate Reeves,Governor,,R,Lauderdale,105-Five,599
Bob Hickingbottom,Governor,,C,Lauderdale,105-Five,1
David R Singletary,Governor,,IND,Lauderdale,105-Five,8
Delbert Hosemann,Lieutenant Governor,,R,Lauderdale,105-Five,716
Jay Hughes,Lieutenant Governor,,D,Lauderdale,105-Five,337
Johnny DuPree,Secretary of State,,D,Lauderdale,105-Five,324
Michael Watson,Secretary of State,,R,Lauderdale,105-Five,720
Jennifer Riley Collins,Attorney General,,D,Lauderdale,105-Five,350
Lynn Fitch,Attorney General,,R,Lauderdale,105-Five,702
Shad White,State Auditor,,R,Lauderdale,105-Five,844
Addie Lee Green,State Treasurer,,D,Lauderdale,105-Five,300
David McRae,State Treasurer,,R,Lauderdale,105-Five,749
Rickey L Cole,Commissioner of Agriculture & Commerce,,D,Lauderdale,105-Five,322
Andy Gipson,Commissioner of Agriculture & Commerce,,R,Lauderdale,105-Five,716
Sampson Jackson II,State Senate,32,D,Lauderdale,105-Five,735
Michael Ted Evans,State House,45,D,Lauderdale,105-Five,233
Billy Adam Calvert,State House,83,R,Lauderdale,105-Five,651
Jim Hood,Governor,,D,Lauderdale,126-Andrews Chapel,150
